100	500
n000912	108	331
n000928	212	105
n000945	238	142
n000950	253	71
n000958	204	348
n000998	218	10
n001021	5	12
n001059	217	39
n001125	64	91
n001127	144	48
n001146	404	19
n001153	73	116
n001156	146	60
n001174	142	77
n001190	161	366
n001197	8	177
n001199	79	364
n001211	355	182
n001242	167	70
n001256	98	193
n001277	221	109
n001291	44	445
n001293	225	174
n001296	134	284
n001299	25	177
n001302	312	179
n001303	152	43
n001304	131	171
n001337	104	110
n001341	210	216
n001368	168	358
n001401	67	252
n001418	400	127
n001439	86	2
n001446	22	42
n001467	111	195
n001485	119	218
n001576	172	98
n001650	87	68
n001655	200	195
n001672	72	84
n001683	39	145
n001687	294	295
n001708	290	246
n001710	202	2
n001781	37	452
n001811	104	97
n001816	42	84
n001817	113	167
n001830	208	19
n001836	265	246
n001838	11	101
n001850	41	37
n001857	70	22
n001878	581	23
n001898	213	90
n001923	101	63
n001934	22	204
n001935	66	218
n001956	332	274
n001976	247	126
n002009	139	142
n002024	291	28
n002080	268	158
n002081	187	238
n002082	32	298
n002093	360	256
n002106	288	10
n002109	23	163
n002153	161	240
n002158	295	325
n002166	152	88
n002167	84	34
n002216	152	56
n002223	59	48
n002245	113	113
n002257	160	104
n002258	78	219
n002263	305	64
n002267	327	63
n002268	41	48
n002282	33	150
n002284	33	302
n002309	219	75
n002329	41	53
n002351	116	99
n002372	206	44
n002381	86	186
n002384	129	202
n002389	272	234
n002414	109	115
n002421	153	260
n002474	285	63
n002475	146	102
n002503	107	28
n002517	87	143
n002556	121	13
n002561	81	34
n002574	324	282
n002581	443	58
n002596	181	3
n002604	120	198
n002647	79	109
n002659	100	35
n002664	286	369
n002669	355	319
n002681	217	171
n002684	131	367
n002703	167	229
n002715	316	177
n002743	27	123
n002749	113	248
n002761	42	74
n002763	287	419
n002770	307	175
n002773	97	29
n002775	12	185
n002803	155	11
n002838	149	127
n002840	108	91
n002855	367	112
n002857	252	112
n002869	104	264
n002873	6	190
n002878	408	154
n002880	56	243
n002884	159	220
n002889	204	479
n002891	19	120
n002894	262	298
n003001	58	517
n003009	244	150
n003079	271	40
n003092	456	257
n003093	186	20
n003104	164	135
n003115	249	25
n003134	188	215
n003140	136	426
n003205	388	165
n003215	122	64
n003217	3	336
n003258	135	337
n003277	62	32
n003288	240	169
n003298	304	67
n003356	108	47
n003379	90	5
n003415	243	96
n003430	203	29
n003436	156	112
n003461	295	183
n003468	230	84
n003490	268	98
n003513	118	146
n003540	79	132
n003554	417	120
n003570	255	13
n003606	89	218
n003635	245	224
n003653	362	276
n003675	59	183
n003725	63	48
n003728	222	8
n003775	94	131
n003786	121	236
n003836	223	325
n003873	371	158
n003881	132	80
n003894	203	55
n003896	188	491
n003917	169	237
n003958	94	77
n004007	83	32
n004050	183	236
n004064	313	151
n004068	83	21
n004070	116	135
n004078	200	108
n004085	63	44
n004123	42	22
n004157	182	102
n004180	169	230
n004208	168	237
n004233	39	68
n004239	153	80
n004240	314	160
n004243	226	150
n004281	6	203
n004333	314	180
n004338	408	26
n004353	67	314
n004357	455	6
n004366	348	11
n004372	218	45
n004380	76	135
n004387	45	214
n004394	39	40
n004411	154	143
n004424	382	165
n004440	87	23
n004449	91	165
n004461	220	54
n004469	51	73
n004482	28	195
n004486	70	24
n004555	224	126
n004563	761	206
n004580	219	314
n004586	434	491
n004588	275	306
n004634	105	38
n004635	182	274
n004652	237	448
n004658	150	287
n004661	417	212
n004662	24	49
n004663	159	3
n004678	153	127
n004679	8	185
n004709	237	51
n004712	98	98
n004719	149	191
n004738	261	358
n004743	167	232
n004756	110	13
n004771	446	336
n004788	76	31
n004793	378	240
n004798	171	52
n004801	81	5
n004812	27	355
n004813	294	24
n004826	537	221
n004850	427	56
n004885	91	254
n004891	300	94
n004898	108	205
n004905	132	301
n004911	335	302
n004915	107	328
n004925	127	55
n004945	109	110
n004999	141	149
n005073	99	241
n005088	206	40
n005101	427	374
n005104	382	214
n005112	365	384
n005114	64	150
n005120	112	293
n005122	19	325
n005123	154	249
n005135	82	274
n005136	377	298
n005137	118	92
n005145	116	141
n005148	119	224
n005157	6	173
n005159	281	407
n005179	180	308
n005181	389	286
n005188	61	271
n005225	155	126
n005226	47	424
n005233	99	259
n005280	1	129
n005282	79	219
n005294	188	208
n005301	240	54
n005303	6	340
n005306	23	62
n005312	81	34
n005316	258	425
n005319	257	279
n005326	59	38
n005328	84	134
n005334	271	302
n005340	4	388
n005347	260	303
n005359	161	67
n005373	240	90
n005377	227	196
n005380	87	21
n005417	3	122
n005425	70	182
n005427	25	185
n005448	289	85
n005473	375	117
n005474	186	89
n005490	278	349
n005513	169	18
n005552	110	37
n005565	167	170
n005577	140	137
n005607	152	155
n005612	104	3
n005619	71	273
n005621	194	10
n005623	78	4
n005630	64	317
n005633	44	98
n005636	220	21
n005639	241	235
n005648	273	131
n005652	169	289
n005664	130	46
n005666	83	378
n005668	86	57
n005670	88	37
n005680	384	90
n005693	3	47
n005695	320	305
n005706	226	159
n005709	432	354
n005723	68	482
n005726	392	61
n005730	190	272
n005748	122	61
n005755	222	60
n005758	575	458
n005762	84	221
n005764	146	162
n005776	194	375
n005799	325	297
n005831	404	408
n005832	193	223
n005833	139	59
n005872	19	101
n005915	99	23
n005956	374	233
n005963	14	127
n005973	430	453
n006053	27	289
n006123	297	355
n006134	5	139
n006211	123	215
n006247	266	388
n006301	451	116
n006347	111	176
n006451	50	182
n006458	58	143
n006497	12	47
n006531	379	438
n006532	145	95
n006574	473	450
n006626	126	92
n006653	117	28
n006659	22	192
n006772	391	197
n006808	228	201
n006858	139	118
n006909	189	244
n006922	124	171
n006987	87	49
n006992	34	142
n007008	292	343
n007021	21	34
n007068	88	266
n007104	36	133
n007121	19	148
n007133	93	286
n007146	256	287
n007159	109	98
n007162	296	282
n007166	106	69
n007169	136	198
n007210	116	288
n007240	197	139
n007241	190	60
n007246	115	89
n007261	145	244
n007296	16	19
n007358	88	86
n007368	438	464
n007381	51	31
n007385	286	25
n007397	52	26
n007439	132	84
n007474	263	217
n007531	268	392
n007548	278	66
n007571	134	270
n007594	130	111
n007650	203	154
n007651	8	228
n007664	157	36
n007668	63	137
n007700	169	14
n007703	103	56
n007753	500	55
n007854	220	147
n007865	10	96
n007900	22	102
n007909	211	97
n007919	169	61
n007949	180	38
n007951	57	185
n008003	46	184
n008015	241	41
n008020	212	225
n008028	30	24
n008036	74	128
n008037	267	445
n008047	65	307
n008056	179	5
n008105	188	132
n008108	84	177
n008110	112	163
n008155	17	85
n008164	297	7
n008179	223	217
n008183	452	356
n008213	185	251
n008314	298	286
n008317	6	69
n008325	198	287
n008361	285	328
n008436	398	113
n008484	16	247
n008488	257	139
n008528	199	204
n008530	466	133
n008539	137	220
n008558	86	235
n008567	220	108
n008595	257	187
n008613	421	267
n008615	238	17
n008630	265	115
n008653	5	208
n008655	281	278
n008662	80	75
n008674	183	19
n008682	377	90
n008710	305	207
n008773	171	285
n008778	42	66
n008829	36	88
n008858	222	106
n008890	59	177
n008932	180	236
n008937	360	436
n008948	51	93
n008958	285	253
n008989	456	78
n009028	71	27
n009114	195	62
n009123	4	347
n009175	105	44
n009185	371	323
n009199	83	123
n009213	42	42
n009225	434	462
n009232	110	34
n009235	399	54
n009283	110	41
n009285	116	3
n009286	219	175
n009287	24	183
n009288	104	138
n009289	102	106
n009291	73	134
n009294	66	14
n000001	170	n005148	122
n000009	15	n002604	202
n000029	387	n004678	39
n000040	92	n003540	84
n000078	51	n005377	18
n000082	69	n007166	217
n000106	47	n006626	158
n000129	312	n002659	19
n000148	309	n003461	444
n000149	291	n004050	18
n000178	200	n006247	350
n000259	356	n002838	83
n000284	188	n007008	184
n000363	483	n002309	163
n000394	13	n007664	110
n000410	26	n002384	107
n000452	42	n004885	90
n000480	3	n003513	145
n000527	321	n003653	198
n000596	317	n001299	119
n000624	244	n000106	77
n000654	8	n005648	99
n000658	403	n000129	499
n000659	68	n000658	9
n000667	411	n005226	367
n000689	47	n004563	196
n000706	36	n002647	348
n000736	368	n001672	95
n000740	85	n005188	238
n000746	288	n001153	90
n000774	212	n008829	2
n000775	107	n002009	28
n000785	47	n006922	47
n000836	136	n007159	142
n000838	14	n005137	130
n000854	423	n005693	310
n000912	410	n002684	158
n000928	88	n001127	13
n000945	59	n003134	186
n000950	100	n002263	375
n000958	262	n002309	183
n000998	5	n009232	15
n001021	10	n001878	175
n001059	102	n004157	83
n001125	81	n002309	51
n001127	141	n008179	57
n001146	532	n001174	119
n001153	173	n000082	322
n001156	271	n005448	212
n001174	212	n001197	64
n001190	127	n007246	115
n001197	160	n006987	53
n001199	20	n004719	122
n001211	288	n008105	220
n001242	579	n003461	265
n001256	119	n003288	328
n001277	186	n008105	133
n001291	27	n001857	16
n001293	43	n004915	137
n001296	131	n004915	316
n001299	157	n003217	575
n001302	322	n001439	365
n001303	199	n005306	75
n001304	244	n003217	236
n001337	42	n005652	221
n001341	32	n000740	34
n001368	524	n006134	123
n001401	145	n001418	91
n001418	20	n004663	84
n001439	401	n004658	230
n001446	310	n002309	4
n001467	55	n004563	341
n001485	185	n007548	90
n001576	109	n007854	180
n001650	49	n001934	39
n001655	188	n005137	76
n001672	22	n004588	325
n001683	171	n000149	17
n001687	167	n002743	189
n001708	365	n000001	228
n001710	185	n007548	88
n001781	40	n003093	226
n001811	118	n002556	198
n001816	207	n000912	370
n001817	160	n003917	158
n001830	3	n004588	305
n001836	252	n002082	67
n001838	58	n003215	61
n001850	39	n007951	142
n001857	206	n004050	433
n001878	362	n005730	232
n001898	12	n005373	204
n001923	67	n005137	7
n001934	174	n008155	165
n001935	28	n007159	197
n001956	397	n008682	470
n001976	262	n004424	513
n002009	83	n000129	211
n002024	44	n004743	448
n002080	100	n000149	176
n002081	126	n001302	300
n002082	216	n008662	77
n002093	311	n008028	11
n002106	35	n001021	165
n002109	68	n001878	100
n002153	282	n004813	275
n002158	164	n004743	367
n002166	49	n003205	199
n002167	121	n004563	66
n002216	41	n008488	102
n002223	235	n003468	56
n002245	104	n005319	434
n002257	162	n005872	46
n002258	37	n000596	18
n002263	239	n005748	2
n002267	148	n007121	201
n002268	254	n002715	266
n002282	35	n002556	91
n002284	63	n004078	103
n002309	223	n007133	296
n002329	19	n002556	83
n002351	151	n000945	105
n002372	24	n000740	49
n002381	85	n007700	61
n002384	6	n005073	252
n002389	169	n006531	6
n002414	213	n007900	247
n002421	202	n008036	151
n002474	179	n008778	140
n002475	20	n000624	5
n002503	106	n002106	290
n002517	225	n005104	122
n002556	50	n002891	177
n002561	312	n001125	124
n002574	51	n001672	169
n002581	196	n001816	44
n002596	121	n005833	96
n002604	131	n001242	463
n002647	58	n002664	179
n002659	14	n006922	86
n002664	107	n007397	224
n002669	26	n002268	254
n002681	171	n008164	294
n002684	348	n001304	95
n002703	91	n004239	144
n002715	76	n004387	132
n002743	158	n000596	131
n002749	179	n004850	38
n002761	13	n007358	26
n002763	347	n008989	386
n002770	91	n003009	158
n002773	67	n000363	2
n002775	185	n008613	174
n002803	221	n000480	148
n002838	81	n000958	58
n002840	60	n005334	537
n002855	258	n002009	59
n002857	361	n000284	269
n002869	314	n005088	233
n002873	110	n001934	189
n002878	287	n002775	139
n002880	131	n002223	96
n002884	48	n005188	196
n002889	453	n000129	110
n002891	134	n002855	15
n002894	3	n007162	269
n003001	20	n003490	5
n003009	146	n000527	282
n003079	178	n007381	97
n003092	224	n001817	15
n003093	287	n002664	551
n003104	87	n000410	47
n003115	238	n007909	50
n003134	237	n003140	334
n003140	352	n002517	134
n003205	36	n004357	68
n003215	45	n002389	155
n003217	419	n005670	263
n003258	348	n007651	39
n003277	188	n004070	97
n003288	290	n004658	5
n003298	71	n004357	42
n003356	86	n002381	92
n003379	82	n009185	111
n003415	173	n001368	501
n003430	6	n002106	131
n003436	68	n007381	119
n003461	268	n000452	320
n003468	7	n001467	161
n003490	161	n003896	132
n003513	393	n003415	262
n003540	42	n004394	73
n003554	16	n000928	140
n003570	97	n005473	438
n003606	26	n002647	176
n003635	110	n007951	91
n003653	55	n004652	276
n003675	308	n008530	238
n003725	64	n009287	172
n003728	128	n008989	361
n003775	261	n001211	61
n003786	37	n002216	268
n003836	90	n004826	359
n003873	46	n007241	153
n003881	197	n005607	271
n003894	190	n008179	91
n003896	382	n004411	230
n003917	59	n003079	140
n003958	150	n004588	212
n004007	233	n003104	110
n004050	300	n005157	109
n004064	14	n005294	46
n004068	104	n004050	241
n004070	58	n000040	20
n004078	225	n007169	1
n004085	354	n008056	352
n004123	263	n007949	45
n004157	19	n008989	336
n004180	55	n002167	299
n004208	160	n009286	87
n004233	83	n001467	57
n004239	199	n002093	148
n004240	160	n007240	248
n004243	193	n004801	211
n004281	17	n004756	334
n004333	193	n007261	92
n004338	363	n001299	173
n004353	137	n000149	490
n004357	459	n004891	48
n004366	44	n007246	104
n004372	102	n002838	238
n004380	62	n004898	84
n004387	90	n002703	186
n004394	80	n008488	84
n004411	19	n006211	18
n004424	426	n002474	103
n004440	235	n008436	367
n004449	191	n005709	142
n004461	83	n005973	105
n004469	128	n005282	224
n004482	11	n003570	355
n004486	183	n002775	13
n004555	125	n005695	166
n004563	142	n004366	86
n004580	121	n001857	95
n004586	415	n008484	193
n004588	373	n008047	270
n004634	8	n005748	78
n004635	16	n005334	471
n004652	22	n001439	241
n004658	237	n002106	255
n004661	303	n005680	338
n004662	59	n007210	213
n004663	170	n004634	242
n004678	180	n003675	258
n004679	193	n003258	64
n004709	484	n002351	68
n004712	210	n005723	177
n004719	10	n002024	107
n004738	363	n004771	183
n004743	176	n000596	237
n004756	46	n007241	219
n004771	443	n004243	63
n004788	247	n001304	209
n004793	293	n003436	97
n004798	161	n007104	209
n004801	141	n008989	227
n004812	222	n008183	431
n004813	24	n008958	103
n004826	122	n005159	143
n004850	45	n004372	234
n004885	280	n000129	568
n004891	253	n009287	46
n004898	199	n000998	64
n004905	218	n007159	145
n004911	43	n003288	269
n004915	252	n001830	40
n004925	114	n007068	227
n004945	268	n005723	139
n004999	45	n005294	161
n005073	222	n001190	138
n005088	128	n004905	300
n005101	391	n000082	377
n005104	370	n008056	189
n005112	293	n003653	458
n005114	145	n004771	250
n005120	336	n002880	60
n005122	147	n004911	118
n005123	113	n008028	70
n005135	88	n001021	48
n005136	31	n003415	158
n005137	93	n005448	118
n005145	2	n006626	162
n005148	85	n001672	44
n005157	71	n002158	38
n005159	374	n004712	177
n005179	314	n002245	31
n005181	121	n002474	43
n005188	8	n001650	136
n005225	224	n005334	246
n005226	480	n003215	120
n005233	7	n001976	351
n005280	50	n007381	24
n005282	148	n004891	109
n005294	135	n009225	246
n005301	23	n004333	250
n005303	86	n005301	40
n005306	156	n004394	75
n005312	415	n001655	250
n005316	287	n004793	408
n005319	185	n007162	215
n005326	28	n008932	276
n005328	70	n004586	181
n005334	182	n005709	379
n005340	38	n000774	281
n005347	300	n000029	324
n005359	37	n004709	104
n005373	237	n007951	33
n005377	123	n002153	98
n005380	73	n002664	208
n005417	292	n001059	135
n005425	82	n007651	52
n005427	123	n007358	70
n005448	13	n000178	91
n005473	360	n002894	139
n005474	112	n006858	91
n005490	39	n000106	94
n005513	92	n002372	192
n005552	298	n008361	104
n005565	249	n000998	97
n005577	159	n008778	83
n005607	68	n001146	518
n005612	167	n004813	173
n005619	63	n002763	86
n005621	243	n001830	99
n005623	270	n001708	303
n005630	207	n004233	178
n005633	7	n005120	222
n005636	136	n005709	315
n005639	146	n001935	103
n005648	299	n002282	306
n005652	38	n008105	233
n005664	9	n003079	35
n005666	78	n005636	220
n005668	121	n008530	171
n005670	38	n008484	176
n005680	107	n005280	184
n005693	235	n005730	95
n005695	115	n008558	174
n005706	323	n008164	154
n005709	141	n007261	189
n005723	510	n002167	88
n005726	164	n006053	159
n005730	342	n008539	123
n005748	134	n005233	187
n005755	236	n004157	239
n005758	201	n002743	141
n005762	87	n005123	113
n005764	320	n000363	309
n005776	427	n006497	229
n005799	109	n004826	574
n005831	364	n007241	142
n005832	196	n007650	147
n005833	155	n005319	443
n005872	118	n004719	42
n005915	299	n006247	329
n005956	36	n005513	101
n005963	36	n001683	16
n005973	72	n008530	285
n006053	157	n004712	130
n006123	263	n005073	51
n006134	91	n003217	196
n006211	162	n006659	353
n006247	420	n007385	226
n006301	310	n005755	126
n006347	58	n005328	138
n006451	79	n005301	185
n006458	124	n002309	183
n006497	67	n006659	335
n006531	82	n007385	101
n006532	77	n004911	386
n006574	219	n005633	71
n006626	329	n002389	464
n006653	57	n004243	336
n006659	22	n002581	185
n006772	486	n004712	238
n006808	58	n004486	107
n006858	218	n008015	218
n006909	73	n002109	157
n006922	174	n009225	218
n006987	72	n005135	122
n006992	147	n009028	407
n007008	320	n006347	178
n007021	72	n004338	372
n007068	133	n005280	55
n007104	242	n003461	120
n007121	27	n002263	185
n007133	4	n002869	154
n007146	245	n008653	144
n007159	260	n008325	209
n007162	193	n000029	200
n007166	106	n004338	289
n007169	118	n008317	183
n007210	53	n002664	168
n007240	154	n004635	99
n007241	117	n004679	458
n007246	289	n001687	183
n007261	178	n007664	46
n007296	59	n004798	202
n007358	92	n001857	123
n007368	486	n005319	139
n007381	109	n003606	217
n007385	8	n002351	23
n007397	365	n004243	15
n007439	118	n001418	351
n007474	7	n003468	161
n007531	67	n002153	122
n007548	3	n008710	97
n007571	259	n008037	203
n007594	173	n005680	217
n007650	179	n003277	198
n007651	234	n001830	422
n007664	71	n002855	115
n007668	71	n005552	111
n007700	69	n006458	69
n007703	270	n005225	201
n007753	302	n002109	21
n007854	26	n007951	142
n007865	145	n005101	142
n007900	106	n007169	112
n007909	417	n002803	42
n007919	32	n007474	304
n007949	277	n000958	140
n007951	75	n001256	288
n008003	123	n000284	154
n008015	239	n009289	195
n008020	57	n005664	127
n008028	198	n005619	313
n008036	102	n006772	324
n008037	514	n005294	20
n008047	443	n008773	390
n008056	198	n008539	92
n008105	302	n001836	147
n008108	234	n002803	191
n008110	133	n003881	240
n008155	94	n004712	260
n008164	380	n000394	163
n008179	88	n002109	93
n008183	408	n005294	268
n008213	259	n000178	73
n008314	359	n002857	292
n008317	48	n004679	418
n008325	40	n008484	180
n008361	274	n001838	244
n008436	160	n000394	184
n008484	103	n008314	242
n008488	5	n002703	125
n008528	202	n001817	123
n008530	486	n005619	283
n008539	15	n002109	106
n008558	299	n004743	238
n008567	55	n004813	301
n008595	183	n002081	30
n008613	157	n000689	252
n008615	160	n007008	94
n008630	143	n005328	96
n008653	45	n006301	104
n008655	54	n004068	111
n008662	7	n005104	64
n008674	238	n008105	30
